order_date,orders,revenue,items_sold,aov,revenue_wow_growth,revenue_mom_growth
2019-06-12,6,446.41999626159668,8,74.403332710266113,1.3380118914505073,-0.27437339790015308
2019-06-13,2,142.07000255584717,3,71.035001277923584,4.6828001022338865,0.068677629181981
2019-06-14,5,429.88000297546387,8,85.976000595092771,2.98258285392219,1.5664477789579931
2019-06-15,3,860.40998649597168,6,286.80332883199054,25.913043633897164,5.83516030501456
2019-06-17,1,16.0,1,16.0,-0.97456886275518606,-0.10863513537924359
2019-06-18,5,328.94999694824219,5,65.789999389648443,0.95861865391766576,1.7877118385444253
2019-06-19,3,234.26000213623047,8,78.086667378743485,-0.597588204930355,-0.47816982514386086
2019-06-20,2,188.9900016784668,2,94.4950008392334,-0.57665426445700485,-0.33580515544254497
2019-06-21,1,116.5,1,116.5,-0.17998171391455911,1.4403016455496591
2019-06-22,3,232.72000122070312,3,77.573333740234375,-0.45863962126662122,0.12425121362658514
2019-06-23,5,414.05999755859375,8,82.811999511718753,-0.51876430532279472,1.2565807530610404
2019-06-24,2,132.5,2,66.25,7.28125,-0.3134359352939271
2019-06-25,2,90.9000015258789,2,45.450000762939453,-0.72366620346805677,-0.010881392637609495
2019-06-26,2,150.90000152587891,3,75.450000762939453,-0.35584393345081067,-0.554472978931963
2019-06-27,2,262.45000076293945,3,131.22500038146973,0.38869780640275303,0.17170408855874389
2019-06-28,3,554.00000381469727,7,184.66666793823242,3.7553648396111354,0.06280934565695355
2019-06-29,1,44.0,1,44.0,-0.81093159260397218,-0.89608671996200784
2019-06-30,7,450.33000183105469,10,64.332857404436382,0.0875960114145737,0.645702370112759
2019-07-01,2,942.98000335693359,4,471.4900016784668,6.1168302140145929,1.4933368878000897
2019-07-02,2,39.949999809265137,2,19.974999904632568,-0.56050606008085146,-0.85823782213479116
2019-07-03,1,25.0,1,25.0,-0.8343273707938792,-0.55728706464354638
2019-07-04,3,1110.9699974060059,5,370.32333246866864,3.2330729440900265,4.5412737669510745
2019-07-05,2,96.390000343322754,3,48.195000171661377,-0.8260108309032369,-0.4469562233232196
2019-07-06,2,49.450000762939446,2,24.725000381469723,0.12386365370316922,-0.74101812019137181
2019-07-07,2,103.40000057220459,3,51.700000286102295,-0.77039060211005883,3.1360000228881835
2019-07-08,3,56.090000152587891,3,18.696666717529297,-0.94051835674891093,-0.48035946929836715
2019-07-09,1,6.8499999046325684,1,6.8499999046325684,-0.82853567115552451,-0.78573662646995457
2019-07-10,4,303.94000816345215,5,75.985002040863037,11.157600326538086,-0.516903746137836
2019-07-11,3,204.5,3,68.166666666666671,-0.8159266222512892,0.21762431506933322
2019-07-12,2,252.90999794006348,5,126.45499897003174,1.6238198676133044,-0.56555124505234144
2019-07-14,6,427.44999694824219,9,71.24166615804036,7.6440847391977549,-0.042493614695158735
2019-07-16,2,106.78999996185303,4,53.394999980926514,0.032785293722326324,-0.24832830266280673
2019-07-17,4,652.09000015258789,6,163.02250003814697,10.625779967527807,0.51691168614281191
2019-07-18,2,62.950000762939453,2,31.475000381469727,8.18978126121829,-0.92683720348330223
2019-07-19,2,175.98000144958496,5,87.99000072479248,-0.42100415633684246,9.99875009059906
2019-07-20,5,277.80999946594238,7,55.561999893188478,0.35848410496793343,-0.15546435007368703
2019-07-21,3,266.21999549865723,3,88.739998499552414,0.052627407643046416,0.13642957854939697
2019-07-22,3,117.98000144958496,3,39.326667149861656,-0.72399110470956307,-0.37573416370297114
2019-07-23,3,292.68000030517578,6,97.560000101725265,1.7407060624564605,1.5122746807311225
2019-07-25,2,240.3799991607666,4,120.1899995803833,-0.6313699043007589,0.032915082072378539
2019-07-26,3,195.64999771118164,5,65.216665903727218,2.1080221658450977,-0.52748394226733974
2019-07-27,3,184.43999671936035,3,61.479998906453453,0.048073617457032605,0.39199997524045549
2019-07-28,4,614.18000316619873,9,153.54500079154968,1.2107915638273956,5.7566555869786633
2019-07-29,2,90.139999389648438,2,45.069999694824219,-0.66140785473004382,-0.40265077217915274
2019-07-30,6,762.46000099182129,11,127.07666683197021,5.4626207121859931,1.905162883502983
2019-07-31,3,233.270001411438,5,77.756667137146,-0.2029861925372124,-0.57893501840216144
2019-08-01,3,336.28000354766846,6,112.09333451588948,0.39895167951458288,6.6427273533561015
2019-08-03,4,190.0600004196167,4,47.515000104904175,-0.028571415062405934,-0.57795394566911529
2019-08-04,3,464.96999835968018,4,154.98999945322672,1.52098246925892,-0.5069142540622027
2019-08-05,5,1122.080005645752,6,224.4160011291504,0.82695626666652344,27.087109161525479
2019-08-06,3,98.400000095367432,4,32.800000031789146,0.09163524252993907,2.9360000038146974
2019-08-07,4,445.6899995803833,6,111.42249989509583,-0.41545786139519192,-0.59882805060350774
2019-08-08,5,379.55999946594238,8,75.911999893188479,0.62712735100678629,2.9377528593632349
2019-08-09,5,198.25000190734863,5,39.650000381469724,-0.41046152070934472,3.0091000778290806
2019-08-10,5,689.17001342773438,7,137.83400268554686,2.626065515659143,5.6650871335971074
2019-08-11,3,247.18000030517578,4,82.3933334350586,-0.46839580795067065,3.4068461335843185
2019-08-12,1,25.0,1,25.0,-0.97771994877886392,2.6496350873074928
2019-08-13,5,491.71999645233154,8,98.343999290466314,3.9971544306480262,0.61781925131717275
2019-08-14,3,308.48999977111816,3,102.82999992370605,-0.3078372858678427,0.50850855633798608
2019-08-15,8,645.88000011444092,9,80.735000014305115,0.70165455006645194,1.553793860958816
2019-08-16,2,130.43999862670898,2,65.219999313354492,-0.34204288841485303,-0.69484150296413894
2019-08-17,1,98.0,1,98.0,-0.85779996504407374,-0.082311077488462836
2019-08-18,1,48.899999618530273,2,48.899999618530273,-0.8021684620189462,-0.92501035193441428
2019-08-19,1,33.4900016784668,1,33.4900016784668,0.33960006713867186,-0.46799044841023479
2019-08-20,5,804.29000473022461,8,160.85800094604491,0.6356666609717474,3.5703488925168521
2019-08-21,2,48.989999771118164,3,24.494999885559082,-0.84119420465018013,-0.82365645633600026
2019-08-22,3,167.38000106811523,4,55.793333689371742,-0.74084969183368765,-0.3712718657567573
2019-08-23,4,699.74000453948975,8,174.93500113487244,4.3644588462622886,4.931005220732275
2019-08-24,6,1465.4100036621094,10,244.23500061035156,13.953163302674586,4.0068675759673864
2019-08-25,5,455.28000068664551,7,91.056000137329107,8.31042953452541,0.89400117429134929
2019-08-26,6,560.439998626709,10,93.406666437784835,15.734546746441563,1.8645029654129106
2019-08-27,1,62.0,1,62.0,-0.92291337746911817,-0.66384731564305022
2019-08-28,6,401.30000114440918,7,66.883333524068192,7.1914677080891476,-0.34660848761659158
2019-08-29,2,234.91999244689941,3,117.45999622344971,0.40351291043007464,1.6061681166804771
2019-08-30,2,81.170000076293945,3,40.585000038146973,-0.88399977198714941,-0.89354195633776645
2019-08-31,3,101.98999977111816,4,33.996666590372719,-0.93040173090381417,-0.562781329986663
2019-09-01,4,134.98000144958496,4,33.74500036239624,-0.70352310392283779,-0.59860830252890362
2019-09-02,1,31.5,1,31.5,-0.94379416159234353,-0.83426286472454
2019-09-03,5,420.939998626709,8,84.1879997253418,5.7893548165598228,-0.0946942811112547
2019-09-04,3,444.11999893188477,7,148.03999964396158,0.10670320873501982,-0.60419934701866851
2019-09-05,5,603.01000022888184,8,120.60200004577636,1.5668739128926388,5.128150402890812
2019-09-06,2,146.10999965667725,2,73.054999828338623,0.80004927336878628,-0.67217124056128774
2019-09-07,6,302.37000274658203,7,50.395000457763672,1.9647024553892398,-0.20336704823471935
2019-09-08,7,958.33999633789062,9,136.90571376255579,6.0998665435326034,3.833997412952193
2019-09-09,5,375.55999946594238,8,75.111999893188482,10.922539665585472,-0.45505464232546272
2019-09-10,7,498.23999977111816,7,71.177142824445454,0.1836366261144004,1.0156970594545522
2019-09-11,2,342.98999977111816,2,171.49499988555908,-0.22770872602896911,12.719599990844726
2019-09-12,2,92.950000762939453,3,46.475000381469727,-0.84585661808650137,-0.81096965461328308
2019-09-13,1,104.0,2,104.0,-0.28820751321350657,-0.66287399890705689
2019-09-14,3,304.0,4,101.33333333333333,0.0053907373040045859,-0.52932433277677671
2019-09-15,3,116.94999694824219,3,38.983332316080727,-0.87796606904110885,-0.10341921052201372
2019-09-16,5,594.660005569458,8,118.9320011138916,0.58339547985696671,5.0679592405046732
2019-09-17,5,394.19000339508057,11,78.838000679016119,-0.20883509237282466,7.06114532658821
2019-09-18,3,159.9900016784668,3,53.33000055948893,-0.53354324678494924,3.777246750075149
2019-09-19,3,259.44000148773193,3,86.480000495910645,1.7911780458120719,-0.67742978283715782
2019-09-20,5,522.96999931335449,10,104.5939998626709,4.0285576857053318,9.6750357574336867
2019-09-21,4,196.78000068664551,6,49.195000171661377,-0.35269736616235031,0.17564822219451387
2019-09-22,5,843.25000381469727,11,168.65000076293944,6.2103465226073418,0.20509045980535839
2019-09-23,4,203.52000331878662,4,50.880000829696655,-0.657754008319608,-0.86111736455313992
2019-09-24,4,265.86000061035156,5,66.465000152587891,-0.32555367127387314,-0.416051660056699
2019-09-25,5,175.57000350952148,6,35.114000701904295,0.097381096741069748,-0.686728277889275
2019-09-26,5,336.34000682830811,6,67.268001365661618,0.296407666125505,4.4248388198114208
2019-09-27,4,218.09000015258789,4,54.522500038146973,-0.5829779902500446,-0.45654124213643482
2019-09-28,5,330.7700023651123,6,66.154000473022464,0.68091270053319009,0.40801129320604135
2019-09-29,4,210.70000076293945,4,52.675000190734863,-0.7501334126181155,1.5957866276320889
2019-09-30,3,97.980001449584961,3,32.660000483194985,-0.51857311393557459,-0.039317563785981759
2019-10-01,7,545.0000057220459,9,77.857143674577983,1.04995111890038,3.0376352042461892
2019-10-02,3,153.85000228881836,6,51.283334096272789,-0.1237113446860825,3.8841270567878845
2019-10-03,4,300.20000076293945,4,75.050000190734863,-0.10745080969156633,-0.28683422401690595
2019-10-05,4,467.96000099182129,6,116.99000024795532,1.1457196600688269,0.053679190572980463
2019-10-06,5,205.45000076293945,5,41.090000152587891,-0.37887353963810011,-0.65929254790972336
2019-10-07,5,497.94998931884766,5,99.589997863769526,1.3633127077161042,2.408048665313177
2019-10-08,4,105.95000076293945,4,26.487500190734863,0.081343123039811435,-0.64960148228811987
2019-10-09,1,218.94999694824219,2,218.94999694824219,-0.59825689055146847,-0.7715320264364246
2019-10-10,8,488.3900032043457,11,61.048750400543213,2.1744556122105521,0.30043136622337568
2019-10-11,2,79.5,2,39.75,-0.73517654964038726,-0.84043834289394515
2019-10-12,6,566.12999534606934,11,94.3549992243449,0.20978287491704617,0.65057289053283041
2019-10-13,4,469.26000213623047,6,117.31500053405762,1.2840593837606789,4.048520691603172
2019-10-14,4,662.1099967956543,8,165.52749919891357,0.32967167586721563,5.3664422768812914
2019-10-15,6,314.98999977111816,6,52.498333295186363,1.9730061114006088,0.036151315036572908
2019-10-16,6,199.37999963760376,9,33.229999939600624,-0.08938112620875989,0.70483116580021876
2019-10-17,8,401.34000015258789,9,50.167500019073486,-0.17823870775531722,-0.3250933367071544
2019-10-18,6,1025.9500045776367,16,170.99166742960611,11.905031504121217,1.6026789003813697
2019-10-19,4,785.1100025177002,9,196.27750062942505,0.38680163385049166,3.9072441670170246
2019-10-20,7,687.8800048828125,10,98.268572126116069,0.46588245695637753,1.6514030255096961
2019-10-21,7,317.689998626709,7,45.384285518101287,-0.520185467423539,-0.392527297849155
2019-10-22,2,153.63000202178955,5,76.815001010894775,-0.51227022402799438,-0.21928040712617161
2019-10-23,4,230.89000129699707,5,57.722500324249268,0.15803993237369038,-0.72619033471390915
2019-10-24,11,1182.789999961853,20,107.52636363289572,1.9471022063889991,4.8116646063000115
2019-10-25,4,200.09000015258789,5,50.022500038146973,-0.80497100320696335,-0.24738584332645502
2019-10-26,3,273.54000473022461,4,91.180001576741532,-0.65159021811843787,0.55801104552230663
2019-10-27,5,161.76000213623047,5,32.3520004272461,-0.76484270368668739,-0.51905809938689718
2019-10-28,5,172.78000164031982,6,34.556000328063966,-0.4561364777386675,-0.20775825796949274
2019-10-29,3,360.16001319885254,3,120.05333773295085,1.3443338440350379,0.08885331385431619
2019-10-30,6,718.29000091552734,10,119.71500015258789,2.1109619164130922,2.4090650133584108
2019-10-31,4,126.98999977111816,4,31.747499942779541,-0.89263521015969549,0.29608081131188929
2019-11-01,7,426.7500057220459,9,60.964286531720845,1.1327902713609272,-0.21697247478618997
2019-11-02,4,317.97999954223633,4,79.494999885559082,0.16246250655672873,1.0668182958184249
2019-11-03,7,382.91000270843506,9,54.701428958347869,1.3671488479949281,0.27551632823215633
2019-11-04,6,659.6199951171875,11,109.93666585286458,2.8176871678143276,0.40956490665687456
2019-11-05,2,406.75,3,203.375,0.12935913231273696,0.97980043071079159
2019-11-06,4,160.34999752044678,5,40.087499380111694,-0.77676147890675662,-0.67797971491114672
2019-11-07,6,765.46999979019165,11,127.57833329836528,5.0277974735793762,6.22482297572524
2019-11-08,8,593.84000205993652,12,74.230000257492065,0.39154070087282195,1.712217448444701
2019-11-09,3,118.47000122070312,3,39.490000406901039,-0.62742939370006789,-0.75742746484691159
2019-11-10,2,41.389999389648438,2,20.694999694824219,-0.89190671673008071,-0.4793710768597681
2019-11-11,4,367.1200008392334,7,91.78000020980835,-0.4434371250768237,-0.35152702761347809
2019-11-12,4,126.96000099182129,4,31.740000247955322,-0.68786723788120152,-0.72944636147582076
2019-11-13,6,705.2700080871582,9,117.5450013478597,3.3983163017961808,0.065185560556978411
2019-11-14,10,726.51000118255615,13,72.65100011825561,-0.050896832819462653,1.3064541785785633
2019-11-15,9,369.69000148773193,12,41.076666831970215,-0.3774585743544791,0.85419802467492389
2019-11-16,7,338.92000389099121,11,48.417143412998747,1.8608086469046439,-0.15552896855001955
2019-11-17,5,367.71000099182129,7,73.542000198364263,7.8840301138971478,-0.64159072142779494
2019-11-18,4,95.25999927520752,5,23.81499981880188,-0.74052081320155827,-0.8786666849616912
2019-11-19,6,900.90999603271484,11,150.15166600545248,6.0960144060707044,0.30969062865287705
2019-11-20,7,838.15000247955322,12,119.73571463993618,0.18841010232775068,1.6382637354108003
2019-11-21,7,418.21000289916992,8,59.744286128452849,-0.42435754192173486,1.7221896595422463
2019-11-22,7,1104.1999979019165,12,157.74285684313094,1.9868267831380857,3.7823638602763419
2019-11-23,2,132.3599967956543,2,66.179998397827148,-0.609465374495198,-0.88809509989100088
2019-11-24,3,689.79000091552734,9,229.93000030517578,0.87590764204117977,2.4473986725448351
2019-11-25,4,477.81999969482422,4,119.45499992370605,4.0159563650047412,0.74680116777093786
2019-11-26,2,184.45000457763672,2,92.225002288818359,-0.79526256186534894,0.14026954835409353
2019-11-27,3,248.9399995803833,6,82.979999860127762,-0.70298872654783984,0.44079174219831024
2019-11-28,5,106.89999961853027,6,21.379999923706055,-0.74438679400907637,-0.70318748417107491
2019-11-29,5,490.54000473022461,11,98.108000946044925,-0.555750764660119,-0.31707248589708087
2019-11-30,4,293.810001373291,6,73.452500343322754,1.219779453658445,1.3136467588222911
2019-12-01,7,978.77000617980957,11,139.82428659711564,0.41893910448213517,1.2935442133709298
2019-12-02,7,590.21999835968018,11,84.31714262281146,0.23523502309791133,0.85615447263777678
2019-12-03,11,832.90000343322754,13,75.718182130293414,3.5155867864598083,1.1751847628473555
2019-12-04,4,339.45000076293945,4,84.862500190734863,0.36358159128754342,-0.48538552003319263
2019-12-05,6,233.46000146865845,8,38.910000244776406,1.1839102179771195,-0.42603564482198292
2019-12-06,7,445.97999954223633,8,63.711428506033762,-0.090838677290946579,1.7812909662525431
2019-12-07,3,71.75,4,23.916666666666668,-0.75579456225235742,-0.90626673805679381
2019-12-08,2,176.98000335693359,5,88.4900016784668,-0.81918121495396479,-0.70197359096218159
2019-12-09,1,17.200000762939453,1,17.200000762939453,-0.97085832264114891,-0.85481556017799987
2019-12-10,7,583.73999786376953,13,83.391428266252788,-0.29914756218323491,13.103406776318094
2019-12-11,4,228.04999923706055,5,57.012499809265137,-0.32817793865222861,-0.37881347048447356
2019-12-12,6,265.30999755859375,7,44.218332926432289,0.13642592259732811,1.0897132599714212
2019-12-13,6,489.44000244140625,10,81.573333740234375,0.097448322668680712,-0.30602464754049119
2019-12-14,8,646.289999961853,13,80.786249995231628,8.0075261318725168,-0.11041830269387522
2019-12-15,9,519.53999710083008,12,57.726666344536675,1.9355858698511881,0.40533959536384939
2019-12-16,5,521.91999578475952,8,104.3839991569519,29.344184455464188,0.5399504006633602
2019-12-17,6,197.93000411987305,6,32.988334019978844,-0.66092780202794155,-0.46172254334666446
2019-12-18,5,464.43999767303467,8,92.887999534606934,1.0365709240377767,3.8754986479819382
2019-12-19,2,56.989999771118164,2,28.494999885559082,-0.78519467680997612,-0.93674173888392653
2019-12-20,3,124.03000259399414,3,41.343334197998047,-0.74658793319852823,-0.85201932562540339
2019-12-21,5,382.2100133895874,6,76.442002677917486,-0.40860911756000068,-0.086081129719563609
2019-12-22,4,181.830002784729,6,45.457500696182251,-0.6500173157035295,-0.83532874195777662
2019-12-23,4,230.44000244140625,5,57.610000610351562,-0.55847638660611887,0.74100942898309408
2019-12-24,5,216.76000118255615,8,43.35200023651123,0.095134626740466438,-0.68575943273335316
2019-12-25,8,687.84000015258789,10,85.980000019073486,0.48100939539842696,0.43953790254049641
2019-12-26,5,392.45000267028809,5,78.490000534057614,5.886295915887632,1.12767683887534
2019-12-27,9,1322.8299913406372,16,146.98111014895969,9.6654032385281283,4.3138507012549923
2019-12-28,5,561.28999900817871,12,112.25799980163575,0.46853818410051634,4.2506080543603995
2019-12-29,9,561.09999561309814,10,62.3444439570109,2.0858493484014957,0.14384146084411284
2019-12-30,1,106.59999990463257,2,106.59999990463257,-0.53740670554046865,-0.63718049281380551
2019-12-31,3,292.72000312805176,8,97.573334376017257,0.35043366641026075,-0.7009307587279332
2020-01-01,7,594.749997138977,10,84.964285305568154,-0.13533671056199131,0.0076751021515477236
2020-01-02,6,767.39999771118164,11,127.89999961853027,0.955408313134611,-0.078640899810365941
2020-01-03,3,274.42000007629395,4,91.473333358764648,-0.79255081766162572,-0.19157460757250164
2020-01-04,6,827.05998802185059,9,137.8433313369751,0.47349852925100716,2.5426196471299249
2020-01-05,4,475.59000110626221,6,118.89750027656555,-0.15239706857135435,0.06639311537382446
2020-01-06,8,620.71000289916992,14,77.58875036239624,4.8227955295916978,7.6510104933682221
2020-01-07,4,332.76999473571777,9,83.192498683929443,0.13682013931294595,0.88026889153452348
2020-01-08,2,59.5,2,29.75,-0.89995796505048753,2.4593021721373192
2020-01-09,1,135.09000015258789,4,135.09000015258789,-0.82396403367800075,-0.76857847561078974
2020-01-10,5,333.20000457763672,8,66.640000915527338,0.21419723228992354,0.46108312077331581
2020-01-11,10,583.49999809265137,16,58.349999809265135,-0.29448890462195165,1.1993140230751587
2020-01-12,4,717.95999240875244,8,179.48999810218811,0.50961961088062679,0.46690092519502158
2020-01-13,5,311.04000854492188,6,62.208001708984376,-0.49889641363577608,-0.51872996864676713
2020-01-14,4,182.96999835968018,6,45.742499589920044,-0.45016076793524334,-0.64782307545001172
2020-01-15,9,996.84999942779541,12,110.76111104753282,15.753781502988158,0.909967059087151
2020-01-16,4,434.0600061416626,9,108.51500153541565,2.2131172229726834,1.1929975097599721
2020-01-17,6,348.70000267028809,9,58.116667111714683,0.046518601079550151,-0.24920333214760593
2020-01-18,7,320.2400016784668,8,45.7485716683524,-0.45117394562935831,4.6192314961327741
2020-01-19,4,227.10000038146973,6,56.775000095367432,-0.683687109612403,0.83100859172655139
2020-01-20,2,293.4900016784668,2,146.7450008392334,-0.056423631636829841,-0.23212372413877114
2020-01-21,6,368.60000514984131,8,61.43333419164022,1.0145379485944572,1.027168231340962
