cohort_month,month_number,active_users,cohort_size,retention_rate
2019-05,61,1,66,0.015151515151515152
2019-05,62,1,66,0.015151515151515152
2019-05,63,1,66,0.015151515151515152
2019-05,65,2,66,0.030303030303030304
2019-05,66,1,66,0.015151515151515152
2019-05,68,1,66,0.015151515151515152
2019-05,70,1,66,0.015151515151515152
2019-05,73,2,66,0.030303030303030304
2019-05,74,2,66,0.030303030303030304
2019-05,77,1,66,0.015151515151515152
2019-06,0,78,78,1.0
2019-06,3,1,78,0.01282051282051282
2019-06,4,1,78,0.01282051282051282
2019-06,6,2,78,0.02564102564102564
2019-06,8,2,78,0.02564102564102564
2019-06,13,1,78,0.01282051282051282
2019-06,14,1,78,0.01282051282051282
2019-06,15,1,78,0.01282051282051282
2019-06,16,1,78,0.01282051282051282
2019-06,18,3,78,0.038461538461538464
2019-06,20,1,78,0.01282051282051282
2019-06,21,1,78,0.01282051282051282
2019-06,23,1,78,0.01282051282051282
2019-06,26,2,78,0.02564102564102564
2019-06,27,1,78,0.01282051282051282
2019-06,28,2,78,0.02564102564102564
2019-06,29,1,78,0.01282051282051282
2019-06,30,1,78,0.01282051282051282
2019-06,32,1,78,0.01282051282051282
2019-06,33,1,78,0.01282051282051282
2019-06,36,2,78,0.02564102564102564
2019-06,37,1,78,0.01282051282051282
2019-06,38,1,78,0.01282051282051282
2019-06,39,1,78,0.01282051282051282
2019-06,41,1,78,0.01282051282051282
2019-06,42,1,78,0.01282051282051282
2019-06,43,1,78,0.01282051282051282
2019-06,44,1,78,0.01282051282051282
2019-06,45,2,78,0.02564102564102564
2019-06,46,2,78,0.02564102564102564
2019-06,47,2,78,0.02564102564102564
2019-06,48,2,78,0.02564102564102564
2019-06,49,1,78,0.01282051282051282
2019-06,51,2,78,0.02564102564102564
2019-06,53,2,78,0.02564102564102564
2019-06,54,1,78,0.01282051282051282
2019-06,55,3,78,0.038461538461538464
2019-06,56,1,78,0.01282051282051282
2019-06,58,1,78,0.01282051282051282
2019-06,59,1,78,0.01282051282051282
2019-06,60,1,78,0.01282051282051282
2019-06,61,3,78,0.038461538461538464
2019-06,64,2,78,0.02564102564102564
2019-06,65,1,78,0.01282051282051282
2019-06,66,2,78,0.02564102564102564
2019-06,67,1,78,0.01282051282051282
2019-06,68,2,78,0.02564102564102564
2019-06,69,1,78,0.01282051282051282
2019-06,71,2,78,0.02564102564102564
2019-06,72,1,78,0.01282051282051282
2019-06,73,1,78,0.01282051282051282
2019-06,74,1,78,0.01282051282051282
2019-06,76,1,78,0.01282051282051282
2019-06,77,1,78,0.01282051282051282
2019-07,0,78,78,1.0
2019-07,3,1,78,0.01282051282051282
2019-07,4,1,78,0.01282051282051282
2019-07,5,1,78,0.01282051282051282
2019-07,6,1,78,0.01282051282051282
2019-07,7,1,78,0.01282051282051282
2019-07,8,2,78,0.02564102564102564
2019-07,12,3,78,0.038461538461538464
2019-07,14,5,78,0.0641025641025641
2019-07,20,2,78,0.02564102564102564
2019-07,22,1,78,0.01282051282051282
2019-07,23,2,78,0.02564102564102564
2019-07,27,2,78,0.02564102564102564
2019-07,28,2,78,0.02564102564102564
2019-07,31,1,78,0.01282051282051282
2019-07,33,3,78,0.038461538461538464
2019-07,34,1,78,0.01282051282051282
2019-07,35,2,78,0.02564102564102564
2019-07,36,2,78,0.02564102564102564
2019-07,39,2,78,0.02564102564102564
2019-07,42,1,78,0.01282051282051282
2019-07,46,1,78,0.01282051282051282
2019-07,47,1,78,0.01282051282051282
2019-07,48,1,78,0.01282051282051282
2019-07,51,2,78,0.02564102564102564
2019-07,52,1,78,0.01282051282051282
2019-07,53,5,78,0.0641025641025641
2019-07,54,1,78,0.01282051282051282
2019-07,57,1,78,0.01282051282051282
2019-07,58,1,78,0.01282051282051282
2019-07,59,1,78,0.01282051282051282
2019-07,60,1,78,0.01282051282051282
2019-07,63,4,78,0.05128205128205128
2019-07,64,1,78,0.01282051282051282
2019-07,66,3,78,0.038461538461538464
2019-07,67,1,78,0.01282051282051282
2019-07,68,1,78,0.01282051282051282
2019-07,69,1,78,0.01282051282051282
2019-07,70,2,78,0.02564102564102564
2019-07,71,2,78,0.02564102564102564
2019-07,73,1,78,0.01282051282051282
2019-07,74,1,78,0.01282051282051282
2019-08,0,105,105,1.0
2019-08,2,1,105,0.0095238095238095247
2019-08,4,2,105,0.019047619047619049
2019-08,6,2,105,0.019047619047619049
2019-08,8,1,105,0.0095238095238095247
2019-08,9,2,105,0.019047619047619049
2019-08,11,2,105,0.019047619047619049
2019-08,14,2,105,0.019047619047619049
2019-08,15,1,105,0.0095238095238095247
2019-08,16,1,105,0.0095238095238095247
2019-08,17,2,105,0.019047619047619049
2019-08,18,1,105,0.0095238095238095247
2019-08,20,1,105,0.0095238095238095247
2019-08,22,1,105,0.0095238095238095247
2019-08,24,1,105,0.0095238095238095247
2019-08,25,1,105,0.0095238095238095247
2019-08,26,1,105,0.0095238095238095247
2019-08,30,5,105,0.047619047619047616
2019-08,33,1,105,0.0095238095238095247
2019-08,34,1,105,0.0095238095238095247
2019-08,36,1,105,0.0095238095238095247
2019-08,37,1,105,0.0095238095238095247
2019-08,39,1,105,0.0095238095238095247
2019-08,40,1,105,0.0095238095238095247
2019-08,41,2,105,0.019047619047619049
2019-08,42,2,105,0.019047619047619049
2019-08,43,1,105,0.0095238095238095247
2019-08,44,2,105,0.019047619047619049
2019-08,45,1,105,0.0095238095238095247
2019-08,46,1,105,0.0095238095238095247
2019-08,48,4,105,0.0380952380952381
2019-08,49,1,105,0.0095238095238095247
2019-08,51,3,105,0.028571428571428571
2019-08,52,3,105,0.028571428571428571
2019-08,53,1,105,0.0095238095238095247
2019-08,55,2,105,0.019047619047619049
2019-08,56,1,105,0.0095238095238095247
2019-08,57,2,105,0.019047619047619049
2019-08,61,2,105,0.019047619047619049
2019-08,62,2,105,0.019047619047619049
2019-08,63,1,105,0.0095238095238095247
2019-08,64,1,105,0.0095238095238095247
2019-08,66,1,105,0.0095238095238095247
2019-08,67,1,105,0.0095238095238095247
2019-08,69,2,105,0.019047619047619049
2019-08,70,2,105,0.019047619047619049
2019-08,72,2,105,0.019047619047619049
2019-08,73,1,105,0.0095238095238095247
2019-08,74,1,105,0.0095238095238095247
2019-08,76,1,105,0.0095238095238095247
2019-09,0,114,114,1.0
2019-09,1,1,114,0.008771929824561403
2019-09,2,2,114,0.017543859649122806
2019-09,4,1,114,0.008771929824561403
2019-09,5,1,114,0.008771929824561403
2019-09,7,2,114,0.017543859649122806
2019-09,8,2,114,0.017543859649122806
2019-09,9,1,114,0.008771929824561403
2019-09,12,1,114,0.008771929824561403
2019-09,15,1,114,0.008771929824561403
2019-09,17,1,114,0.008771929824561403
2019-09,18,1,114,0.008771929824561403
2019-09,19,2,114,0.017543859649122806
2019-09,21,3,114,0.026315789473684209
2019-09,23,1,114,0.008771929824561403
2019-09,24,1,114,0.008771929824561403
2019-09,25,1,114,0.008771929824561403
2019-09,26,1,114,0.008771929824561403
2019-09,27,1,114,0.008771929824561403
2019-09,28,1,114,0.008771929824561403
2019-09,29,1,114,0.008771929824561403
2019-09,30,2,114,0.017543859649122806
2019-09,31,1,114,0.008771929824561403
2019-09,32,1,114,0.008771929824561403
2019-09,33,2,114,0.017543859649122806
2019-09,35,1,114,0.008771929824561403
2019-09,38,2,114,0.017543859649122806
2019-09,39,2,114,0.017543859649122806
2019-09,40,1,114,0.008771929824561403
2019-09,41,2,114,0.017543859649122806
2019-09,42,4,114,0.035087719298245612
2019-09,43,2,114,0.017543859649122806
2019-09,45,2,114,0.017543859649122806
2019-09,46,3,114,0.026315789473684209
2019-09,47,3,114,0.026315789473684209
2019-09,48,1,114,0.008771929824561403
2019-09,49,1,114,0.008771929824561403
2019-09,50,1,114,0.008771929824561403
2019-09,52,1,114,0.008771929824561403
2019-09,53,1,114,0.008771929824561403
2019-09,54,4,114,0.035087719298245612
2019-09,55,3,114,0.026315789473684209
2019-09,56,1,114,0.008771929824561403
2019-09,57,1,114,0.008771929824561403
2019-09,58,1,114,0.008771929824561403
2019-09,59,3,114,0.026315789473684209
2019-09,62,4,114,0.035087719298245612
2019-09,65,2,114,0.017543859649122806
2019-09,66,3,114,0.026315789473684209
2019-09,67,2,114,0.017543859649122806
2019-09,68,2,114,0.017543859649122806
2019-09,69,1,114,0.008771929824561403
2019-09,70,1,114,0.008771929824561403
2019-09,71,2,114,0.017543859649122806
2019-09,72,1,114,0.008771929824561403
2019-09,73,2,114,0.017543859649122806
2019-10,0,143,143,1.0
2019-10,1,1,143,0.006993006993006993
2019-10,2,2,143,0.013986013986013986
2019-10,3,2,143,0.013986013986013986
2019-10,4,1,143,0.006993006993006993
2019-10,5,2,143,0.013986013986013986
2019-10,6,3,143,0.02097902097902098
2019-10,7,2,143,0.013986013986013986
2019-10,8,2,143,0.013986013986013986
2019-10,9,3,143,0.02097902097902098
2019-10,10,3,143,0.02097902097902098
2019-10,11,1,143,0.006993006993006993
2019-10,12,2,143,0.013986013986013986
2019-10,14,3,143,0.02097902097902098
2019-10,15,2,143,0.013986013986013986
2019-10,16,3,143,0.02097902097902098
2019-10,19,1,143,0.006993006993006993
2019-10,22,1,143,0.006993006993006993
2019-10,23,2,143,0.013986013986013986
2019-10,24,2,143,0.013986013986013986
2019-10,25,1,143,0.006993006993006993
2019-10,26,3,143,0.02097902097902098
2019-10,27,3,143,0.02097902097902098
2019-10,28,4,143,0.027972027972027972
2019-10,30,2,143,0.013986013986013986
2019-10,31,2,143,0.013986013986013986
2019-10,32,2,143,0.013986013986013986
2019-10,33,1,143,0.006993006993006993
2019-10,34,3,143,0.02097902097902098
2019-10,35,1,143,0.006993006993006993
2019-10,37,1,143,0.006993006993006993
2019-10,40,2,143,0.013986013986013986
2019-10,41,2,143,0.013986013986013986
2019-10,42,2,143,0.013986013986013986
2019-10,43,2,143,0.013986013986013986
2019-10,44,1,143,0.006993006993006993
2019-10,47,1,143,0.006993006993006993
2019-10,49,4,143,0.027972027972027972
2019-10,51,3,143,0.02097902097902098
2019-10,52,3,143,0.02097902097902098
2019-10,53,1,143,0.006993006993006993
2019-10,54,1,143,0.006993006993006993
2019-10,58,4,143,0.027972027972027972
2019-10,59,2,143,0.013986013986013986
2019-10,60,1,143,0.006993006993006993
2019-10,61,5,143,0.034965034965034968
2019-10,62,2,143,0.013986013986013986
2019-10,63,4,143,0.027972027972027972
2019-10,64,3,143,0.02097902097902098
2019-10,66,3,143,0.02097902097902098
2019-10,67,5,143,0.034965034965034968
2019-10,68,2,143,0.013986013986013986
2019-10,69,1,143,0.006993006993006993
2019-10,70,1,143,0.006993006993006993
2019-10,71,2,143,0.013986013986013986
2019-10,72,2,143,0.013986013986013986
2019-10,73,1,143,0.006993006993006993
2019-10,75,2,143,0.013986013986013986
2019-11,0,147,147,1.0
2019-11,3,1,147,0.0068027210884353739
2019-11,4,3,147,0.020408163265306121
2019-11,5,2,147,0.013605442176870748
2019-11,6,2,147,0.013605442176870748
2019-11,7,3,147,0.020408163265306121
2019-11,8,2,147,0.013605442176870748
2019-11,9,2,147,0.013605442176870748
2019-11,10,2,147,0.013605442176870748
2019-11,11,2,147,0.013605442176870748
2019-11,12,3,147,0.020408163265306121
2019-11,13,1,147,0.0068027210884353739
2019-11,14,2,147,0.013605442176870748
2019-11,15,3,147,0.020408163265306121
2019-11,16,2,147,0.013605442176870748
2019-11,18,3,147,0.020408163265306121
2019-11,20,3,147,0.020408163265306121
2019-11,21,1,147,0.0068027210884353739
2019-11,22,2,147,0.013605442176870748
2019-11,23,3,147,0.020408163265306121
2019-11,24,2,147,0.013605442176870748
2019-11,25,1,147,0.0068027210884353739
2019-11,26,2,147,0.013605442176870748
2019-11,27,3,147,0.020408163265306121
2019-11,28,4,147,0.027210884353741496
2019-11,29,2,147,0.013605442176870748
2019-11,30,3,147,0.020408163265306121
2019-11,31,1,147,0.0068027210884353739
2019-11,32,3,147,0.020408163265306121
2019-11,33,4,147,0.027210884353741496
2019-11,34,2,147,0.013605442176870748
2019-11,35,2,147,0.013605442176870748
2019-11,36,2,147,0.013605442176870748
2019-11,37,1,147,0.0068027210884353739
2019-11,39,2,147,0.013605442176870748
2019-11,40,2,147,0.013605442176870748
2019-11,41,1,147,0.0068027210884353739
2019-11,42,1,147,0.0068027210884353739
2019-11,43,1,147,0.0068027210884353739
2019-11,44,3,147,0.020408163265306121
2019-11,45,1,147,0.0068027210884353739
2019-11,47,2,147,0.013605442176870748
2019-11,48,2,147,0.013605442176870748
2019-11,49,2,147,0.013605442176870748
2019-11,50,4,147,0.027210884353741496
2019-11,51,3,147,0.020408163265306121
2019-11,52,2,147,0.013605442176870748
2019-11,53,2,147,0.013605442176870748
2019-11,54,4,147,0.027210884353741496
2019-11,55,1,147,0.0068027210884353739
2019-11,57,3,147,0.020408163265306121
2019-11,59,2,147,0.013605442176870748
2019-11,60,1,147,0.0068027210884353739
2019-11,61,2,147,0.013605442176870748
2019-11,62,2,147,0.013605442176870748
2019-11,63,2,147,0.013605442176870748
2019-11,64,3,147,0.020408163265306121
2019-11,65,5,147,0.034013605442176874
2019-11,66,1,147,0.0068027210884353739
2019-11,67,3,147,0.020408163265306121
2019-11,68,1,147,0.0068027210884353739
2019-11,69,4,147,0.027210884353741496
2019-11,70,3,147,0.020408163265306121
2019-11,71,3,147,0.020408163265306121
2019-11,72,5,147,0.034013605442176874
2019-11,73,1,147,0.0068027210884353739
2019-12,0,158,158,1.0
2019-12,1,1,158,0.0063291139240506328
2019-12,2,2,158,0.012658227848101266
2019-12,3,1,158,0.0063291139240506328
2019-12,4,1,158,0.0063291139240506328
2019-12,5,1,158,0.0063291139240506328
2019-12,6,3,158,0.0189873417721519
2019-12,7,2,158,0.012658227848101266
2019-12,8,1,158,0.0063291139240506328
2019-12,9,2,158,0.012658227848101266
2019-12,12,1,158,0.0063291139240506328
2019-12,13,2,158,0.012658227848101266
2019-12,14,4,158,0.025316455696202531
2019-12,15,3,158,0.0189873417721519
2019-12,16,1,158,0.0063291139240506328
2019-12,17,2,158,0.012658227848101266
2019-12,18,3,158,0.0189873417721519
2019-12,21,4,158,0.025316455696202531
2019-12,23,1,158,0.0063291139240506328
2019-12,24,3,158,0.0189873417721519
2019-12,25,2,158,0.012658227848101266
2019-12,26,2,158,0.012658227848101266
2019-12,28,1,158,0.0063291139240506328
2019-12,29,1,158,0.0063291139240506328
2019-12,30,1,158,0.0063291139240506328
2019-12,31,1,158,0.0063291139240506328
2019-12,32,1,158,0.0063291139240506328
2019-12,33,1,158,0.0063291139240506328
2019-12,34,1,158,0.0063291139240506328
2019-12,35,3,158,0.0189873417721519
2019-12,36,1,158,0.0063291139240506328
2019-12,37,3,158,0.0189873417721519
2019-12,38,1,158,0.0063291139240506328
2019-12,40,1,158,0.0063291139240506328
2019-12,41,2,158,0.012658227848101266
2019-12,43,3,158,0.0189873417721519
2019-12,44,1,158,0.0063291139240506328
2019-12,45,2,158,0.012658227848101266
2019-12,46,1,158,0.0063291139240506328
2019-12,47,2,158,0.012658227848101266
2019-12,48,2,158,0.012658227848101266
2019-12,49,2,158,0.012658227848101266
2019-12,50,2,158,0.012658227848101266
2019-12,51,3,158,0.0189873417721519
2019-12,53,1,158,0.0063291139240506328
2019-12,54,1,158,0.0063291139240506328
2019-12,56,4,158,0.025316455696202531
2019-12,58,3,158,0.0189873417721519
2019-12,59,2,158,0.012658227848101266
2019-12,61,2,158,0.012658227848101266
2019-12,62,2,158,0.012658227848101266
2019-12,63,1,158,0.0063291139240506328
2019-12,64,2,158,0.012658227848101266
2019-12,65,2,158,0.012658227848101266
2019-12,66,1,158,0.0063291139240506328
2019-12,68,1,158,0.0063291139240506328
2019-12,69,1,158,0.0063291139240506328
2019-12,70,3,158,0.0189873417721519
2019-12,71,2,158,0.012658227848101266
2019-12,73,2,158,0.012658227848101266
2020-01,0,160,160,1.0
2020-01,1,2,160,0.0125
2020-01,4,1,160,0.00625
2020-01,5,1,160,0.00625
2020-01,7,3,160,0.01875
2020-01,8,1,160,0.00625
2020-01,9,2,160,0.0125
2020-01,10,2,160,0.0125
2020-01,11,3,160,0.01875
2020-01,12,2,160,0.0125
2020-01,14,2,160,0.0125
2020-01,15,3,160,0.01875
2020-01,17,3,160,0.01875
2020-01,19,2,160,0.0125
2020-01,20,2,160,0.0125
2020-01,21,5,160,0.03125
2020-01,22,4,160,0.025
2020-01,24,1,160,0.00625
2020-01,25,1,160,0.00625
2020-01,26,2,160,0.0125
2020-01,27,1,160,0.00625
2020-01,29,1,160,0.00625
2020-01,30,1,160,0.00625
2020-01,31,2,160,0.0125
2020-01,32,2,160,0.0125
2020-01,33,1,160,0.00625
2020-01,34,4,160,0.025
2020-01,35,1,160,0.00625
2020-01,36,1,160,0.00625
2020-01,37,1,160,0.00625
2020-01,38,2,160,0.0125
2020-01,39,1,160,0.00625
2020-01,40,2,160,0.0125
2020-01,41,1,160,0.00625
2020-01,42,2,160,0.0125
2020-01,43,3,160,0.01875
2020-01,44,1,160,0.00625
2020-01,45,1,160,0.00625
2020-01,46,2,160,0.0125
2020-01,47,4,160,0.025
2020-01,48,2,160,0.0125
2020-01,49,3,160,0.01875
2020-01,50,2,160,0.0125
2020-01,51,2,160,0.0125
2020-01,52,2,160,0.0125
2020-01,53,1,160,0.00625
2020-01,54,1,160,0.00625
2020-01,55,1,160,0.00625
2020-01,56,1,160,0.00625
2020-01,58,1,160,0.00625
2020-01,59,4,160,0.025
2020-01,61,3,160,0.01875
2020-01,62,2,160,0.0125
2020-01,63,1,160,0.00625
2020-01,64,3,160,0.01875
2020-01,65,3,160,0.01875
2020-01,66,2,160,0.0125
2020-01,67,2,160,0.0125
2020-01,68,1,160,0.00625
2020-01,69,1,160,0.00625
2020-01,70,1,160,0.00625
2020-01,71,1,160,0.00625
2020-01,72,1,160,0.00625
2020-02,0,168,168,1.0
2020-02,1,1,168,0.0059523809523809521
2020-02,3,2,168,0.011904761904761904
2020-02,4,2,168,0.011904761904761904
2020-02,5,1,168,0.0059523809523809521
2020-02,7,1,168,0.0059523809523809521
2020-02,8,2,168,0.011904761904761904
2020-02,9,2,168,0.011904761904761904
2020-02,10,2,168,0.011904761904761904
2020-02,11,2,168,0.011904761904761904
2020-02,12,1,168,0.0059523809523809521
2020-02,13,2,168,0.011904761904761904
2020-02,14,3,168,0.017857142857142856
2020-02,15,2,168,0.011904761904761904
2020-02,16,1,168,0.0059523809523809521
2020-02,17,3,168,0.017857142857142856
2020-02,18,3,168,0.017857142857142856
2020-02,19,3,168,0.017857142857142856
2020-02,21,2,168,0.011904761904761904
2020-02,22,1,168,0.0059523809523809521
2020-02,23,3,168,0.017857142857142856
2020-02,25,1,168,0.0059523809523809521
2020-02,26,1,168,0.0059523809523809521
2020-02,27,1,168,0.0059523809523809521
2020-02,28,1,168,0.0059523809523809521
2020-02,29,4,168,0.023809523809523808
2020-02,30,2,168,0.011904761904761904
2020-02,31,1,168,0.0059523809523809521
2020-02,33,4,168,0.023809523809523808
2020-02,34,2,168,0.011904761904761904
2020-02,35,2,168,0.011904761904761904
2020-02,36,2,168,0.011904761904761904
2020-02,37,4,168,0.023809523809523808
2020-02,38,1,168,0.0059523809523809521
2020-02,39,5,168,0.02976190476190476
2020-02,40,1,168,0.0059523809523809521
2020-02,42,1,168,0.0059523809523809521
2020-02,43,2,168,0.011904761904761904
2020-02,44,1,168,0.0059523809523809521
2020-02,45,2,168,0.011904761904761904
2020-02,46,2,168,0.011904761904761904
2020-02,47,1,168,0.0059523809523809521
2020-02,48,2,168,0.011904761904761904
2020-02,49,3,168,0.017857142857142856
2020-02,50,1,168,0.0059523809523809521
2020-02,52,2,168,0.011904761904761904
2020-02,53,3,168,0.017857142857142856
2020-02,54,1,168,0.0059523809523809521
2020-02,56,1,168,0.0059523809523809521
2020-02,58,1,168,0.0059523809523809521
2020-02,59,4,168,0.023809523809523808
2020-02,60,1,168,0.0059523809523809521
2020-02,61,3,168,0.017857142857142856
2020-02,62,4,168,0.023809523809523808
2020-02,63,5,168,0.02976190476190476
2020-02,64,2,168,0.011904761904761904
2020-02,65,5,168,0.02976190476190476
2020-02,68,2,168,0.011904761904761904
2020-02,69,2,168,0.011904761904761904
2020-02,71,1,168,0.0059523809523809521
2020-03,0,198,198,1.0
2020-03,1,1,198,0.0050505050505050509
2020-03,2,1,198,0.0050505050505050509
2020-03,3,3,198,0.015151515151515152
2020-03,4,6,198,0.030303030303030304
2020-03,5,1,198,0.0050505050505050509
2020-03,6,3,198,0.015151515151515152
2020-03,7,3,198,0.015151515151515152
2020-03,8,2,198,0.010101010101010102
2020-03,9,4,198,0.020202020202020204
2020-03,10,1,198,0.0050505050505050509
2020-03,11,1,198,0.0050505050505050509
2020-03,12,2,198,0.010101010101010102
2020-03,13,1,198,0.0050505050505050509
2020-03,14,3,198,0.015151515151515152
2020-03,15,5,198,0.025252525252525252
2020-03,16,3,198,0.015151515151515152
2020-03,17,3,198,0.015151515151515152
2020-03,18,1,198,0.0050505050505050509
2020-03,19,1,198,0.0050505050505050509
2020-03,20,4,198,0.020202020202020204
2020-03,21,2,198,0.010101010101010102
2020-03,22,2,198,0.010101010101010102
2020-03,23,1,198,0.0050505050505050509
2020-03,24,2,198,0.010101010101010102
2020-03,25,1,198,0.0050505050505050509
2020-03,26,1,198,0.0050505050505050509
2020-03,27,5,198,0.025252525252525252
2020-03,28,2,198,0.010101010101010102
2020-03,29,2,198,0.010101010101010102
2020-03,30,4,198,0.020202020202020204
2020-03,31,1,198,0.0050505050505050509
2020-03,33,3,198,0.015151515151515152
2020-03,34,2,198,0.010101010101010102
2020-03,35,4,198,0.020202020202020204
2020-03,36,2,198,0.010101010101010102
2020-03,37,2,198,0.010101010101010102
2020-03,39,2,198,0.010101010101010102
2020-03,40,1,198,0.0050505050505050509
2020-03,41,1,198,0.0050505050505050509
2020-03,42,1,198,0.0050505050505050509
2020-03,43,1,198,0.0050505050505050509
2020-03,44,1,198,0.0050505050505050509
2020-03,46,1,198,0.0050505050505050509
2020-03,47,1,198,0.0050505050505050509
2020-03,49,2,198,0.010101010101010102
2020-03,50,4,198,0.020202020202020204
2020-03,51,2,198,0.010101010101010102
2020-03,52,1,198,0.0050505050505050509
2020-03,54,1,198,0.0050505050505050509
2020-03,55,1,198,0.0050505050505050509
2020-03,56,1,198,0.0050505050505050509
2020-03,57,1,198,0.0050505050505050509
2020-03,58,1,198,0.0050505050505050509
2020-03,60,1,198,0.0050505050505050509
2020-03,61,2,198,0.010101010101010102
2020-03,62,2,198,0.010101010101010102
2020-03,63,1,198,0.0050505050505050509
2020-03,65,2,198,0.010101010101010102
2020-03,66,1,198,0.0050505050505050509
2020-03,67,3,198,0.015151515151515152
2020-03,68,2,198,0.010101010101010102
2020-03,69,2,198,0.010101010101010102
2020-03,70,1,198,0.0050505050505050509
2020-04,0,215,215,1.0
2020-04,2,3,215,0.013953488372093023
2020-04,3,2,215,0.0093023255813953487
2020-04,4,1,215,0.0046511627906976744
2020-04,5,3,215,0.013953488372093023
2020-04,6,3,215,0.013953488372093023
2020-04,8,2,215,0.0093023255813953487
2020-04,10,4,215,0.018604651162790697
2020-04,11,3,215,0.013953488372093023
2020-04,12,3,215,0.013953488372093023
2020-04,13,1,215,0.0046511627906976744
2020-04,14,3,215,0.013953488372093023
2020-04,15,2,215,0.0093023255813953487
2020-04,17,5,215,0.023255813953488372
2020-04,18,2,215,0.0093023255813953487
2020-04,19,1,215,0.0046511627906976744
2020-04,20,1,215,0.0046511627906976744
2020-04,21,1,215,0.0046511627906976744
2020-04,22,6,215,0.027906976744186046
2020-04,23,2,215,0.0093023255813953487
2020-04,24,2,215,0.0093023255813953487
2020-04,25,3,215,0.013953488372093023
2020-04,26,2,215,0.0093023255813953487
2020-04,27,4,215,0.018604651162790697
